Timestamp,Age Group,Occupation,Which laptop brand are you currently using?,What is your primary use for the laptop?,How satisfied are you with your current laptop performance?,Which feature matters most when buying a laptop?,Are you aware of laptop accessories that improve productivity?,Which accessories do you currently use ?,Which type of offer would encourage you to buy additional products?,What problems do you face with your current laptop?,How often does your laptop slow down while performing tasks?,"If you were to upgrade your laptop, which feature would you prefer to improve?",What RAM size would you prefer in your next laptop?,Which accessories did you buy along with your laptop?,Would you consider upgrading your laptop within the next 1–2 years?,Name,Which accessories would you consider buying with a new laptop?
10-03-2026 14:27,23–30,Working Professional,Lenovo,Studying,Satisfied,RAM,No,"Wireless Mouse, Cooling Pad",Extended warranty,"Battery drains quickly, Overheating issues, Slow performance",Rarely,Processor performance,64 GB,Keyboard,Yes,User_0371,"Laptop Bag, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 21:28,18–22,Student,Dell,Studying,Very satisfied,Storage,Yes,"Wireless Mouse, Laptop Stand",Extended warranty,Low storage space,Very often,RAM capacity,64 GB,Laptop Bag,No,User_0372,"Wireless Mouse, Laptop Stand"
10-03-2026 13:23,18–22,Student,Dell,Office Work,Satisfied,Graphics,Yes,"Laptop Bag, External Hard Drive / SSD",Extended warranty,Insufficient RAM,Sometimes,Processor performance,32 GB,"Laptop Bag, Mouse, Keyboard",Yes,User_0373,"Laptop Bag, Cooling Pad"
10-03-2026 19:36,Above 40,Working Professional,HP,Studying,Satisfied,Processor,No,"Wireless Mouse, Laptop Bag",Discount on accessories,No major issues,Sometimes,RAM capacity,16 GB,Laptop Bag,Maybe,User_0374,"Wireless Mouse, Laptop Bag"
10-03-2026 19:13,23–30,Working Professional,HP,Studying,Neutral,Processor,Yes,"Laptop Bag, Keyboard, Laptop Stand, USB Hub, Cooling Pad",Extended warranty,Battery drains quickly,Sometimes,Storage capacity,64 GB,Laptop Bag,Yes,User_0375,"Wireless Mouse, Laptop Bag"
10-03-2026 17:22,18–22,Student,Asus,Studying,Unsatisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard, Cooling Pad",Combo bundle (Laptop + Accessories),Battery drains quickly,Never,Battery life,64 GB,"Laptop Bag, Mouse, Keyboard, External Storage",Yes,User_0376,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand"
10-03-2026 21:32,18–22,Student,Lenovo,Studying,Neutral,Storage,Yes,Wireless Mouse,Discount on accessories,"Overheating issues, Slow performance",Sometimes,Graphics performance,64 GB,Keyboard,Yes,User_0377,"External Storage, Laptop Stand"
10-03-2026 20:23,Above 40,Working Professional,Lenovo,Studying,Satisfied,Storage,Yes,Cooling Pad,Combo bundle (Laptop + Accessories),"Overheating issues, No major issues",Rarely,Battery life,64 GB,"Mouse, External Storage",Yes,User_0378,"Wireless Mouse, Laptop Bag, External Storage, Cooling Pad"
10-03-2026 17:16,18–22,Business,HP,Office Work,Very satisfied,Storage,Yes,"Wireless Mouse, Keyboard, Laptop Stand, Cooling Pad",Discount on accessories,No major issues,Sometimes,Graphics performance,32 GB,"Mouse, Keyboard, External Storage",Yes,User_0379,Laptop Stand
10-03-2026 09:01,18–22,Student,Lenovo,Studying,Neutral,Processor,Yes,Laptop Bag,Extended warranty,"Battery drains quickly, Overheating issues, No major issues",Rarely,Battery life,32 GB,"Mouse, Cooling Pad",Maybe,User_0380,"Laptop Bag, External Storage, Laptop Stand"
10-03-2026 14:22,Above 40,Working Professional,HP,Studying,Satisfied,Processor,Yes,"Laptop Bag, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),No major issues,Rarely,Storage capacity,32 GB,None,Maybe,User_0381,"Wireless Mouse, Laptop Bag, Cooling Pad"
10-03-2026 20:47,23–30,Working Professional,Acer,Studying,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag",Combo bundle (Laptop + Accessories),"Battery drains quickly, No major issues, Low storage space, Insufficient RAM",Never,RAM capacity,32 GB,"Laptop Bag, Mouse",Yes,User_0382,Wireless Mouse
10-03-2026 18:40,18–22,Student,HP,Multimedia / Entertainment,Satisfied,Processor,Yes,"Laptop Bag, Keyboard, Cooling Pad",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, No major issues, Slow performance",Never,Processor performance,64 GB,"Laptop Bag, Mouse",Maybe,User_0383,Laptop Bag
10-03-2026 12:18,18–22,Student,HP,Programming,Satisfied,Processor,Yes,Wireless Mouse,Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, No major issues, Slow performance",Rarely,Graphics performance,64 GB,"Laptop Bag, Mouse, Keyboard, External Storage",No,User_0384,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 19:18,18–22,Student,HP,Office Work,Unsatisfied,Processor,No,USB Hub,Free accessories,Insufficient RAM,Very often,Storage capacity,16 GB,"Mouse, Keyboard",Yes,User_0385,Wireless Mouse
10-03-2026 15:06,18–22,Student,Dell,Studying,Satisfied,RAM,No,"Wireless Mouse, Keyboard",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, Insufficient RAM",Rarely,Battery life,64 GB,"Laptop Bag, Mouse",Yes,User_0386,"Wireless Mouse, Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 16:47,18–22,Student,HP,Office Work,Satisfied,RAM,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Discount on accessories,Overheating issues,Sometimes,Battery life,32 GB,Laptop Bag,Maybe,User_0387,"Wireless Mouse, External Storage, Laptop Stand"
10-03-2026 13:54,Above 40,Business,Lenovo,Programming,Satisfied,RAM,Yes,"Wireless Mouse, Laptop Bag, Laptop Stand, Cooling Pad",Combo bundle (Laptop + Accessories),Slow performance,Very often,RAM capacity,64 GB,"Laptop Bag, Mouse",Maybe,User_0388,Wireless Mouse
10-03-2026 17:52,23–30,Working Professional,Lenovo,Programming,Satisfied,Graphics,Yes,"Keyboard, External Hard Drive / SSD, USB Hub",Combo bundle (Laptop + Accessories),Low storage space,Sometimes,Battery life,32 GB,Laptop Bag,Maybe,User_0389,Laptop Stand
10-03-2026 15:13,18–22,Student,Lenovo,Programming,Satisfied,Storage,Yes,Laptop Bag,Extended warranty,No major issues,Never,RAM capacity,64 GB,"Laptop Bag, Mouse",Yes,User_0390,"Laptop Stand, Cooling Pad"
10-03-2026 19:17,18–22,Student,HP,Studying,Satisfied,RAM,No,"Laptop Bag, Laptop Stand",Free accessories,"Slow performance, Low storage space",Sometimes,Processor performance,64 GB,Mouse,Yes,User_0391,Laptop Stand
10-03-2026 18:11,23–30,Working Professional,HP,Programming,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, Keyboard, External Hard Drive / SSD, USB Hub",Combo bundle (Laptop + Accessories),Battery drains quickly,Never,Battery life,64 GB,Mouse,No,User_0392,"Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 15:43,18–22,Business,Lenovo,Programming,Very satisfied,RAM,Yes,USB Hub,Combo bundle (Laptop + Accessories),Insufficient RAM,Never,Processor performance,64 GB,Laptop Bag,Yes,User_0393,"Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 11:06,Above 40,Working Professional,Dell,Programming,Very satisfied,Processor,Yes,"Wireless Mouse, Keyboard",Extended warranty,"Battery drains quickly, Overheating issues",Never,RAM capacity,32 GB,"Mouse, Keyboard",Yes,User_0394,"Laptop Bag, External Storage, Cooling Pad"
10-03-2026 10:52,Above 40,Working Professional,HP,Personal use,Very satisfied,Processor,Yes,"Laptop Bag, Keyboard, External Hard Drive / SSD",Free accessories,Battery drains quickly,Rarely,Battery life,32 GB,"Mouse, Keyboard, External Storage",Maybe,User_0395,"Wireless Mouse, Laptop Bag, Laptop Stand"
10-03-2026 21:01,18–22,Student,HP,Programming,Neutral,Storage,Yes,"Keyboard, External Hard Drive / SSD",Free accessories,Insufficient RAM,Rarely,Battery life,32 GB,"Mouse, Keyboard",No,User_0396,"Wireless Mouse, External Storage, Laptop Stand"
10-03-2026 15:36,23–30,Working Professional,HP,Studying,Very satisfied,Processor,Yes,"Wireless Mouse, Keyboard",Extended warranty,Overheating issues,Never,Battery life,16 GB,Laptop Bag,Maybe,User_0397,Laptop Stand
10-03-2026 21:44,18–22,Student,HP,Studying,Very satisfied,Processor,Yes,Laptop Bag,Discount on accessories,"Battery drains quickly, No major issues, Slow performance",Very often,Storage capacity,64 GB,Mouse,No,User_0398,"Wireless Mouse, External Storage, Laptop Stand"
10-03-2026 16:25,23–30,Working Professional,Acer,Office Work,Satisfied,Graphics,No,"Laptop Bag, Keyboard, Laptop Stand, USB Hub",Combo bundle (Laptop + Accessories),"Battery drains quickly, No major issues, Slow performance, Low storage space",Rarely,Storage capacity,32 GB,"Laptop Bag, Mouse, Keyboard",Maybe,User_0399,"Wireless Mouse, Laptop Bag, External Storage, Cooling Pad"
10-03-2026 16:36,Above 40,Working Professional,HP,Studying,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag",Extended warranty,Battery drains quickly,Very often,RAM capacity,16 GB,Mouse,Yes,User_0400,"Wireless Mouse, External Storage, Cooling Pad"
10-03-2026 10:11,18–22,Student,Dell,Programming,Satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),"Battery drains quickly, Slow performance",Sometimes,Battery life,8 GB,Laptop Bag,Maybe,User_0401,"Laptop Stand, Cooling Pad"
10-03-2026 14:33,23–30,Working Professional,HP,Office Work,Very satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, Keyboard, Cooling Pad",Combo bundle (Laptop + Accessories),Battery drains quickly,Rarely,Processor performance,16 GB,"Laptop Bag, Keyboard",Maybe,User_0402,"Wireless Mouse, Laptop Bag, Cooling Pad"
10-03-2026 19:37,Above 40,Other,Lenovo,Office Work,Neutral,Storage,Yes,"Wireless Mouse, Laptop Bag, USB Hub",Combo bundle (Laptop + Accessories),Slow performance,Rarely,Processor performance,32 GB,"Laptop Bag, Mouse, Keyboard, External Storage, Cooling Pad",Yes,User_0403,"Wireless Mouse, External Storage, Cooling Pad"
10-03-2026 15:52,23–30,Business,Lenovo,Studying,Neutral,Storage,Yes,"Wireless Mouse, Laptop Bag, Keyboard, Cooling Pad",Combo bundle (Laptop + Accessories),"Battery drains quickly, No major issues",Rarely,Battery life,64 GB,Mouse,Yes,User_0404,"Wireless Mouse, Laptop Bag, External Storage"
10-03-2026 20:22,18–22,Other,Lenovo,Studying,Very satisfied,RAM,No,"Wireless Mouse, Laptop Bag, USB Hub",Extended warranty,"Battery drains quickly, Slow performance",Sometimes,Storage capacity,64 GB,"Laptop Bag, External Storage",Yes,User_0405,"Wireless Mouse, Laptop Bag, External Storage"
10-03-2026 17:47,Above 40,Business,Dell,Personal use,Very satisfied,RAM,No,Wireless Mouse,Combo bundle (Laptop + Accessories),Overheating issues,Rarely,Battery life,64 GB,"Laptop Bag, Mouse",Yes,User_0406,"Laptop Bag, Cooling Pad"
10-03-2026 16:24,18–22,Student,HP,Programming,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard, USB Hub",Combo bundle (Laptop + Accessories),Battery drains quickly,Rarely,Battery life,32 GB,"Laptop Bag, Mouse",Yes,User_0407,"Wireless Mouse, Cooling Pad"
10-03-2026 12:09,Above 40,Student,Lenovo,Programming,Neutral,Graphics,No,"Wireless Mouse, Laptop Bag, Keyboard, Cooling Pad",Extended warranty,No major issues,Sometimes,Processor performance,8 GB,"Laptop Bag, Mouse, External Storage",Maybe,User_0408,"Wireless Mouse, External Storage, Laptop Stand"
10-03-2026 10:33,18–22,Student,Dell,Studying,Neutral,RAM,Yes,USB Hub,Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues",Rarely,Battery life,32 GB,Laptop Bag,Maybe,User_0409,Wireless Mouse
10-03-2026 14:53,18–22,Business,Dell,Office Work,Satisfied,Price,No,"Wireless Mouse, Keyboard",Extended warranty,"Battery drains quickly, Low storage space",Rarely,Processor performance,64 GB,"Laptop Bag, Keyboard",Maybe,User_0410,"External Storage, Cooling Pad"
10-03-2026 10:24,Above 40,Working Professional,Asus,Office Work,Very satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,RAM capacity,64 GB,External Storage,Maybe,User_0411,"Wireless Mouse, Laptop Bag"
10-03-2026 13:45,18–22,Working Professional,Dell,Studying,Very satisfied,Price,Yes,Keyboard,Extended warranty,Insufficient RAM,Sometimes,Storage capacity,64 GB,Mouse,Yes,User_0412,"Laptop Bag, Cooling Pad"
10-03-2026 09:57,18–22,Working Professional,Dell,Studying,Satisfied,Processor,Yes,"Wireless Mouse, Keyboard, USB Hub",Extended warranty,"Battery drains quickly, Overheating issues, Slow performance",Rarely,RAM capacity,64 GB,Mouse,Maybe,User_0413,"Wireless Mouse, Laptop Bag, Laptop Stand"
10-03-2026 20:37,18–22,Student,Lenovo,Office Work,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, External Hard Drive / SSD",Extended warranty,Overheating issues,Sometimes,Battery life,16 GB,None,Yes,User_0414,"External Storage, Cooling Pad"
10-03-2026 17:11,Above 40,Working Professional,Lenovo,Studying,Very satisfied,RAM,Yes,Keyboard,Extended warranty,"Battery drains quickly, Low storage space, Insufficient RAM",Never,Graphics performance,32 GB,Laptop Bag,Yes,User_0415,"Wireless Mouse, Laptop Bag, External Storage"
10-03-2026 17:46,23–30,Working Professional,Lenovo,Office Work,Satisfied,Graphics,Yes,"Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),"No major issues, Slow performance",Rarely,RAM capacity,32 GB,"Laptop Bag, Mouse, Keyboard",Maybe,User_0416,"Laptop Bag, External Storage"
10-03-2026 09:11,18–22,Student,Lenovo,Studying,Very satisfied,Price,Yes,"Wireless Mouse, Laptop Bag, Keyboard, USB Hub, Cooling Pad",Free accessories,No major issues,Very often,Processor performance,32 GB,"Laptop Bag, Mouse",Maybe,User_0417,"Laptop Stand, Cooling Pad"
10-03-2026 17:46,18–22,Student,Dell,Studying,Satisfied,Processor,Yes,"Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),Overheating issues,Rarely,Graphics performance,8 GB,"Laptop Bag, Mouse",Yes,User_0418,"Laptop Bag, Laptop Stand"
10-03-2026 21:03,18–22,Student,Lenovo,Personal use,Very satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag",Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,Processor performance,32 GB,Laptop Bag,Yes,User_0419,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 18:06,23–30,Working Professional,HP,Office Work,Very satisfied,Processor,Yes,Keyboard,Combo bundle (Laptop + Accessories),"Battery drains quickly, Insufficient RAM",Sometimes,Storage capacity,64 GB,Keyboard,Maybe,User_0420,"Laptop Stand, Cooling Pad"
10-03-2026 11:23,18–22,Student,Lenovo,Studying,Very satisfied,Storage,Yes,"Laptop Bag, External Hard Drive / SSD, USB Hub",Combo bundle (Laptop + Accessories),"No major issues, Low storage space",Sometimes,Battery life,32 GB,"Laptop Bag, Mouse",Yes,User_0421,"Wireless Mouse, Laptop Bag, External Storage, Cooling Pad"
10-03-2026 12:46,18–22,Student,Dell,Office Work,Neutral,RAM,Yes,"Wireless Mouse, Laptop Bag",Discount on accessories,"Overheating issues, No major issues, Slow performance, Low storage space",Rarely,Processor performance,64 GB,Laptop Bag,Yes,User_0422,"Wireless Mouse, Laptop Bag"
10-03-2026 14:13,Above 40,Other,Apple,Studying,Very satisfied,Processor,Yes,"Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),"Battery drains quickly, No major issues, Slow performance",Sometimes,Processor performance,32 GB,Laptop Bag,Yes,User_0423,"External Storage, Laptop Stand, Cooling Pad"
10-03-2026 10:53,Above 40,Working Professional,Asus,Studying,Satisfied,Processor,No,Keyboard,Combo bundle (Laptop + Accessories),"Overheating issues, Slow performance",Never,Battery life,16 GB,None,Yes,User_0424,"Wireless Mouse, Laptop Stand, Cooling Pad"
10-03-2026 16:30,18–22,Student,HP,Studying,Neutral,Storage,Yes,"Wireless Mouse, Laptop Bag, Cooling Pad",Discount on accessories,Low storage space,Rarely,Battery life,16 GB,"Laptop Bag, Mouse, Keyboard, External Storage, Cooling Pad",Maybe,User_0425,"Wireless Mouse, Laptop Bag, Laptop Stand"
10-03-2026 15:18,Above 40,Student,Lenovo,Programming,Very satisfied,Processor,Yes,"Keyboard, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, Slow performance",Very often,Storage capacity,32 GB,Laptop Bag,Maybe,User_0426,"Laptop Stand, Cooling Pad"
10-03-2026 18:34,18–22,Student,HP,Studying,Satisfied,Processor,No,"Wireless Mouse, Laptop Bag, Keyboard, Laptop Stand",Combo bundle (Laptop + Accessories),"Battery drains quickly, No major issues, Slow performance",Rarely,Battery life,32 GB,Mouse,Maybe,User_0427,"Laptop Bag, Laptop Stand"
10-03-2026 13:43,Above 40,Working Professional,Lenovo,Office Work,Satisfied,RAM,No,Wireless Mouse,Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,Graphics performance,64 GB,None,Maybe,User_0428,Laptop Bag
10-03-2026 15:03,18–22,Other,Lenovo,Studying,Unsatisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),Overheating issues,Rarely,Processor performance,32 GB,Keyboard,No,User_0429,"Wireless Mouse, Laptop Bag"
10-03-2026 10:27,18–22,Business,HP,Studying,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),"Overheating issues, Slow performance",Sometimes,Storage capacity,64 GB,None,No,User_0430,"Wireless Mouse, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 16:37,Above 40,Working Professional,Lenovo,Programming,Satisfied,Processor,Yes,"Keyboard, External Hard Drive / SSD",Free accessories,No major issues,Sometimes,Battery life,16 GB,"Mouse, External Storage",Yes,User_0431,"Wireless Mouse, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 17:19,18–22,Student,Acer,Multimedia / Entertainment,Satisfied,Processor,Yes,Keyboard,Combo bundle (Laptop + Accessories),Insufficient RAM,Sometimes,Battery life,64 GB,Keyboard,No,User_0432,"Laptop Bag, External Storage"
10-03-2026 11:53,23–30,Student,Lenovo,Studying,Very satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),Insufficient RAM,Rarely,Storage capacity,16 GB,Mouse,Yes,User_0433,"External Storage, Laptop Stand, Cooling Pad"
10-03-2026 17:41,18–22,Working Professional,Lenovo,Studying,Neutral,RAM,No,"Wireless Mouse, Keyboard",Combo bundle (Laptop + Accessories),No major issues,Sometimes,Graphics performance,64 GB,"Laptop Bag, Mouse",Maybe,User_0434,"Laptop Stand, Cooling Pad"
10-03-2026 10:25,18–22,Student,Acer,Studying,Neutral,Processor,Yes,"Laptop Bag, Laptop Stand",Extended warranty,"No major issues, Slow performance",Sometimes,RAM capacity,32 GB,"Laptop Bag, Mouse, External Storage",Yes,User_0435,"External Storage, Laptop Stand"
10-03-2026 09:47,Above 40,Student,HP,Programming,Neutral,Storage,Yes,"Wireless Mouse, Laptop Bag, Cooling Pad",Combo bundle (Laptop + Accessories),Overheating issues,Sometimes,Processor performance,32 GB,"Keyboard, External Storage",Yes,User_0436,"External Storage, Laptop Stand, Cooling Pad"
10-03-2026 10:38,18–22,Other,Lenovo,Office Work,Satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues",Rarely,Storage capacity,16 GB,None,Yes,User_0437,External Storage
10-03-2026 14:03,Above 40,Other,HP,Studying,Very satisfied,Processor,Yes,Cooling Pad,Extended warranty,"Battery drains quickly, Overheating issues, Slow performance",Very often,Processor performance,32 GB,Laptop Bag,Yes,User_0438,"Wireless Mouse, Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 18:32,Above 40,Student,Lenovo,Studying,Satisfied,Processor,Yes,"Wireless Mouse, Keyboard",Combo bundle (Laptop + Accessories),"Battery drains quickly, Slow performance",Rarely,Processor performance,64 GB,"Laptop Bag, Mouse, External Storage",Maybe,User_0439,"Laptop Bag, External Storage"
10-03-2026 14:24,18–22,Student,HP,Office Work,Very satisfied,Price,Yes,Wireless Mouse,Combo bundle (Laptop + Accessories),Slow performance,Rarely,Battery life,32 GB,Mouse,Maybe,User_0440,"Laptop Bag, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 20:05,18–22,Working Professional,HP,Studying,Neutral,Processor,Yes,"Wireless Mouse, Keyboard, Cooling Pad",Combo bundle (Laptop + Accessories),Slow performance,Rarely,Storage capacity,32 GB,"Laptop Bag, Mouse, External Storage, Cooling Pad",Maybe,User_0441,"Wireless Mouse, External Storage, Cooling Pad"
10-03-2026 19:49,23–30,Working Professional,HP,Office Work,Satisfied,Processor,Yes,"Laptop Bag, Cooling Pad",Extended warranty,"Battery drains quickly, Low storage space",Rarely,Storage capacity,32 GB,"Laptop Bag, External Storage",Maybe,User_0442,"Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 12:06,18–22,Student,Lenovo,Multimedia / Entertainment,Very satisfied,Storage,No,Keyboard,Combo bundle (Laptop + Accessories),Insufficient RAM,Very often,Battery life,32 GB,Mouse,Yes,User_0443,"Laptop Stand, Cooling Pad"
10-03-2026 21:10,18–22,Student,HP,Studying,Very satisfied,Processor,Yes,"Laptop Bag, Keyboard, Cooling Pad",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, Slow performance",Never,Processor performance,64 GB,Mouse,Maybe,User_0444,External Storage
10-03-2026 17:20,18–22,Student,Dell,Studying,Very satisfied,RAM,No,"Wireless Mouse, Laptop Stand",Extended warranty,"Battery drains quickly, Overheating issues",Sometimes,Graphics performance,32 GB,Mouse,Maybe,User_0445,"External Storage, Laptop Stand"
10-03-2026 12:53,18–22,Student,Dell,Studying,Satisfied,Price,Yes,Wireless Mouse,Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, No major issues",Rarely,RAM capacity,64 GB,"Laptop Bag, Mouse, External Storage",Maybe,User_0446,"Wireless Mouse, Laptop Bag"
10-03-2026 09:14,18–22,Student,Lenovo,Programming,Very satisfied,Graphics,Yes,"Wireless Mouse, USB Hub",Extended warranty,Insufficient RAM,Sometimes,Battery life,64 GB,"Laptop Bag, Mouse",Yes,User_0447,"Wireless Mouse, Laptop Bag, External Storage"
10-03-2026 21:14,18–22,Student,HP,Office Work,Neutral,Graphics,No,"Wireless Mouse, Laptop Bag, Keyboard",Extended warranty,"No major issues, Slow performance",Rarely,Processor performance,64 GB,None,Maybe,User_0448,"Wireless Mouse, Laptop Bag"
10-03-2026 20:12,Above 40,Student,Dell,Studying,Neutral,RAM,Yes,Wireless Mouse,Combo bundle (Laptop + Accessories),Overheating issues,Sometimes,Storage capacity,32 GB,None,Yes,User_0449,"External Storage, Laptop Stand, Cooling Pad"
10-03-2026 20:45,18–22,Student,Lenovo,Studying,Very satisfied,Price,No,"Wireless Mouse, Laptop Bag, USB Hub, Cooling Pad",Combo bundle (Laptop + Accessories),Battery drains quickly,Never,Graphics performance,32 GB,Keyboard,No,User_0450,"Wireless Mouse, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 13:11,18–22,Student,HP,Studying,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Laptop Stand",Extended warranty,"Battery drains quickly, Slow performance",Never,Storage capacity,32 GB,None,Yes,User_0451,Laptop Bag
10-03-2026 09:16,Above 40,Business,Dell,Studying,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag",Extended warranty,"Overheating issues, Insufficient RAM",Sometimes,Processor performance,64 GB,Laptop Bag,Yes,User_0452,"External Storage, Laptop Stand"
10-03-2026 12:19,18–22,Student,Dell,Studying,Satisfied,Graphics,No,"Wireless Mouse, Laptop Bag",Combo bundle (Laptop + Accessories),Overheating issues,Sometimes,Battery life,32 GB,Laptop Bag,Maybe,User_0453,"Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 09:08,18–22,Student,HP,Studying,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Stand",Combo bundle (Laptop + Accessories),"Battery drains quickly, Slow performance",Sometimes,RAM capacity,8 GB,"Mouse, Keyboard, External Storage",No,User_0454,Wireless Mouse
10-03-2026 11:50,Above 40,Working Professional,HP,Programming,Very satisfied,Graphics,Yes,"Laptop Bag, External Hard Drive / SSD",Free accessories,"Overheating issues, No major issues",Very often,Processor performance,32 GB,"Laptop Bag, Mouse",Maybe,User_0455,Laptop Bag
10-03-2026 18:52,23–30,Student,Dell,Studying,Neutral,Storage,Yes,Laptop Bag,Combo bundle (Laptop + Accessories),"No major issues, Low storage space",Never,RAM capacity,64 GB,Laptop Bag,Yes,User_0456,Wireless Mouse
10-03-2026 14:03,18–22,Student,Dell,Studying,Satisfied,Processor,Yes,Laptop Bag,Combo bundle (Laptop + Accessories),"No major issues, Insufficient RAM",Very often,Processor performance,32 GB,"Mouse, External Storage, Cooling Pad",Yes,User_0457,Laptop Stand
10-03-2026 18:09,23–30,Working Professional,Asus,Office Work,Neutral,Price,Yes,"Wireless Mouse, Keyboard",Free accessories,"Overheating issues, Slow performance",Rarely,Battery life,64 GB,None,Maybe,User_0458,"Laptop Bag, Cooling Pad"
10-03-2026 11:02,18–22,Student,HP,Office Work,Satisfied,Price,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Extended warranty,Battery drains quickly,Rarely,RAM capacity,16 GB,None,Yes,User_0459,"Wireless Mouse, Laptop Bag, Laptop Stand"
10-03-2026 20:46,Above 40,Working Professional,HP,Studying,Satisfied,Processor,No,"Wireless Mouse, Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),No major issues,Never,Storage capacity,8 GB,"Mouse, External Storage",Yes,User_0460,"Laptop Bag, External Storage, Laptop Stand"
10-03-2026 21:15,18–22,Student,HP,Office Work,Satisfied,Price,Yes,"Laptop Bag, Keyboard, External Hard Drive / SSD",Extended warranty,"No major issues, Low storage space",Sometimes,Processor performance,16 GB,"Mouse, Keyboard",Maybe,User_0461,Laptop Bag
10-03-2026 19:16,18–22,Student,Dell,Programming,Very satisfied,Processor,Yes,Keyboard,Extended warranty,Battery drains quickly,Sometimes,Battery life,32 GB,Mouse,Maybe,User_0462,"Wireless Mouse, External Storage, Cooling Pad"
10-03-2026 16:15,18–22,Student,Lenovo,Programming,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),Overheating issues,Rarely,Battery life,16 GB,Laptop Bag,Maybe,User_0463,"Wireless Mouse, External Storage, Cooling Pad"
10-03-2026 11:21,18–22,Student,Dell,Studying,Satisfied,Storage,Yes,Laptop Bag,Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, Slow performance",Rarely,Processor performance,32 GB,"Laptop Bag, External Storage",Yes,User_0464,"Laptop Bag, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 09:49,Above 40,Working Professional,Lenovo,Office Work,Very satisfied,RAM,Yes,"Wireless Mouse, Laptop Stand",Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,Storage capacity,8 GB,External Storage,Yes,User_0465,"Wireless Mouse, External Storage, Cooling Pad"
10-03-2026 20:54,18–22,Student,Dell,Studying,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, External Hard Drive / SSD",Discount on accessories,Battery drains quickly,Rarely,Storage capacity,64 GB,None,Yes,User_0466,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand, Cooling Pad"
